Major,Major Cluster,Major Subcluster,Academic Division,Degree Level,Graduation Year,Job Title,Job Function,Company,Industry Group,State
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Underwriter,Finance & Accounting,Ameriprise Financial,Financial Services & Insurance,WA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Field Engineer,Construction & Trades,Mortenson,Construction / Engineering / Real Estate,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Marketing Coordinator,Marketing & Communications,Cargill,Retail & Consumer Products,CA
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Web Developer,Software & IT,Target (Tech),Technology & Software,MN
Sociology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2024,Program Coordinator,Nonprofit & Social Services,Best Buy,Retail & Consumer Products,IA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Business Development Associate,Sales & Business Development,Target (Tech),Technology & Software,MN
Economics,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2022,Strategy Analyst,Consulting & Advisory,Minneapolis Public Schools,Education & Academia,OH
Chemistry,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Social Worker,Nonprofit & Social Services,Accenture,Professional Services & Consulting,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Site Supervisor,Construction & Trades,Microsoft,Technology & Software,FL
COJO Journalism,COMMUNICATION & MEDIA,,College of Arts and Sciences,Bachelor's,2019,Visual Designer,Design & Creative,KPMG,Professional Services & Consulting,MN
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Teacher,Education & Teaching,Accenture,Professional Services & Consulting,SD
Educational Studies,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2021,Property Manager,Real Estate,University of St. Thomas,Education & Academia,IA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Marketing Coordinator,Marketing & Communications,Ameriprise Financial,Financial Services & Insurance,MN
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Contract Specialist,Legal,KPMG,Financial Services & Insurance,MN
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2021,Program Coordinator,Nonprofit & Social Services,Deloitte,Professional Services & Consulting,MA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Office Manager,Administrative & Support,Land O'Lakes,Retail & Consumer Products,GA
Computer Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Mechanical Engineer,Engineering,NextEra Energy,Energy & Utilities,SD
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2025,Administrative Assistant,Administrative & Support,Sleep Number,Retail & Consumer Products,MN
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Assistant Manager,Management & Leadership,Peace Corps,Government & Public Service,SD
Music - Business,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2019,Visual Designer,Design & Creative,Medtronic,Healthcare & Medical,IL
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2023,Software Engineer,Software & IT,Minneapolis Public Schools,Education & Academia,MA
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Operations Director,Management & Leadership,Sleep Number,Retail & Consumer Products,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Brand Manager,Marketing & Communications,Honeywell,Manufacturing & Industrial,WI
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Program Manager,Management & Leadership,Cargill,Retail & Consumer Products,MN
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2021,UX Designer,Design & Creative,Mortenson,Construction / Engineering / Real Estate,CO
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Underwriter,Finance & Accounting,UnitedHealth Group,Technology & Software,CO
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Underwriter,Finance & Accounting,Ameriprise Financial,Financial Services & Insurance,GA
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Operations Manager,Operations & Supply Chain,Donaldson Company,Manufacturing & Industrial,TX
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Underwriter,Finance & Accounting,Cargill,Retail & Consumer Products,NY
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Business Development Associate,Sales & Business Development,Fastenal,Retail & Consumer Products,WI
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Team Lead,Management & Leadership,US Bank,Financial Services & Insurance,MN
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Operations Manager,Operations & Supply Chain,General Mills,Manufacturing & Industrial,CA
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Financial Analyst,Finance & Accounting,EY,Professional Services & Consulting,OH
Accounting,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Office Coordinator,Administrative & Support,KPMG,Professional Services & Consulting,CO
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Software Engineer,Software & IT,US Bank,Financial Services & Insurance,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Program Coordinator,Nonprofit & Social Services,General Mills,Retail & Consumer Products,TX
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,DevOps Engineer,Software & IT,3M,Manufacturing & Industrial,MN
Catholic Studies,"ARTS, LANGUAGES & THEOLOGY",,College of Arts and Sciences,Bachelor's,2024,Grant Writer,Nonprofit & Social Services,Best Buy,Retail & Consumer Products,NE
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Accountant,Finance & Accounting,KPMG,Financial Services & Insurance,MN
Acad Behavioral Strategist,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Community Outreach Specialist,Nonprofit & Social Services,UnitedHealth Group,Technology & Software,MN
History,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2025,Research Scientist,Research & Science,St. Paul Public Schools,Education & Academia,IA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Operations Director,Management & Leadership,Abbott Laboratories,Healthcare & Medical,WA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2019,Account Manager,Sales & Business Development,EY,Financial Services & Insurance,IA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Tax Associate,Finance & Accounting,US Bank,Financial Services & Insurance,NY
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,Civil Engineer,Engineering,CBRE Group,Construction / Engineering / Real Estate,CO
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Web Developer,Software & IT,NextEra Energy,Energy & Utilities,MN
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Tax Associate,Finance & Accounting,General Mills,Retail & Consumer Products,TX
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2021,Web Developer,Software & IT,AWS,Technology & Software,WI
Real Estate Studies,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Estimator,Construction & Trades,McGough Construction,Construction / Engineering / Real Estate,NE
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,IT Analyst,Software & IT,Google,Technology & Software,MN
Electrical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Software Engineer,Software & IT,Kraus-Anderson,Construction / Engineering / Real Estate,CA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,City Planner,Government & Public Service,EY,Financial Services & Insurance,CO
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2020,Data Scientist,Data & Analytics,Donaldson Company,Manufacturing & Industrial,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Recruiter,Human Resources,Ameriprise Financial,Financial Services & Insurance,FL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Content Strategist,Marketing & Communications,Children's Minnesota,Healthcare & Medical,FL
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2022,Government Affairs Specialist,Government & Public Service,Fairview,Healthcare & Medical,IL
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Auditor,Finance & Accounting,McGough Construction,Construction / Engineering / Real Estate,WI
Gen Business Mgmt,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Operations Analyst,Operations & Supply Chain,EY,Professional Services & Consulting,NE
Software Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Content Strategist,Marketing & Communications,Toro Company,Manufacturing & Industrial,MN
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Scientist,Research & Science,St. Paul Public Schools,Education & Academia,IA
Psychology,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2025,Grant Writer,Nonprofit & Social Services,Osseo Area Schools,Education & Academia,MN
Exercise Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Lab Technician,Research & Science,Medtronic,Healthcare & Medical,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2019,Research Assistant,Research & Science,Microsoft,Technology & Software,CO
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Operations Director,Management & Leadership,Ameriprise Financial,Financial Services & Insurance,IL
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Underwriter,Finance & Accounting,Cargill,Retail & Consumer Products,TX
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2020,Community Outreach Specialist,Nonprofit & Social Services,St. Paul Public Schools,Education & Academia,MN
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Program Manager,Management & Leadership,Sleep Number,Retail & Consumer Products,OH
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Creative Director,Design & Creative,Kraus-Anderson,Construction / Engineering / Real Estate,WA
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,PR Specialist,Marketing & Communications,Ameriprise Financial,Financial Services & Insurance,WI
Data Science,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2023,Data Scientist,Data & Analytics,IBM,Technology & Software,IL
Political Science,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2021,UX Designer,Design & Creative,Sleep Number,Retail & Consumer Products,NE
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Design Engineer,Engineering,Wells Fargo,Financial Services & Insurance,SD
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Project Manager,Management & Leadership,Ameriprise Financial,Financial Services & Insurance,OH
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Account Executive,Sales & Business Development,Fastenal,Retail & Consumer Products,NE
Marketing Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Project Manager,Management & Leadership,Children's Minnesota,Healthcare & Medical,WI
Computer Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2020,Associate,Other,Cargill,Manufacturing & Industrial,MA
Economics - Business,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,Software Engineer,Software & IT,KPMG,Financial Services & Insurance,FL
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Financial Analyst,Finance & Accounting,3M,Manufacturing & Industrial,IL
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Teacher,Education & Teaching,Securian Financial,Financial Services & Insurance,GA
Biology,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2023,Lab Technician,Research & Science,KPMG,Professional Services & Consulting,IA
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2024,DevOps Engineer,Software & IT,Accenture,Technology & Software,NY
Social Work,EDUCATION & SOCIAL SERVICES,,School of Education,Bachelor's,2022,Property Manager,Real Estate,Boston Consulting Group,Professional Services & Consulting,TX
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2020,Auditor,Finance & Accounting,PwC,Financial Services & Insurance,NY
Data Analytics,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Electrical Engineer,Engineering,CenterPoint Energy,Energy & Utilities,MN
Human Resources Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2024,Brand Manager,Marketing & Communications,State of Minnesota,Government & Public Service,IA
Civil Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2022,Underwriter,Finance & Accounting,McGough Construction,Construction / Engineering / Real Estate,IL
Neuroscience,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2024,Lab Technician,Research & Science,Children's Minnesota,Healthcare & Medical,NY
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Office Manager,Administrative & Support,Optum,Healthcare & Medical,MN
English,SOCIAL SCIENCES & HUMANITIES,,College of Arts and Sciences,Bachelor's,2020,Teaching Assistant,Education & Teaching,UnitedHealth Group,Healthcare & Medical,FL
Actuarial Science,NATURAL & HEALTH SCIENCES,,College of Arts and Sciences,Bachelor's,2025,Benefits Analyst,Human Resources,Optum,Technology & Software,IA
Entrepreneurship,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Financial Analyst,Finance & Accounting,McKinsey,Professional Services & Consulting,IL
Operations Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,IT Analyst,Software & IT,Boston Consulting Group,Professional Services & Consulting,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2019,Strategy Analyst,Consulting & Advisory,EY,Financial Services & Insurance,MN
Mechanical Engineering,ENGINEERING & TECHNOLOGY,,School of Engineering,Bachelor's,2025,Web Developer,Software & IT,Deloitte,Professional Services & Consulting,ND
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2022,Creative Director,Design & Creative,Wells Fargo,Financial Services & Insurance,MN
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2023,PR Specialist,Marketing & Communications,Deloitte,Financial Services & Insurance,WA
Financial Management,BUSINESS & MANAGEMENT,,Opus College of Business,Bachelor's,2021,Construction Manager,Construction & Trades,State of Minnesota,Government & Public Service,OH
